"","species","genus","raw_growth_form","domain","cat_growthrate","cat_corallitesize","cat_colonydiameter","cat_skeletaldensity","cat_colonyheight","cat_SA_vol","cat_spacesize","dat_corallite","Tropical.Australia","reproductive_mode","raw_colonydiam","raw_growth","dat_growth","dat_colonydiameter","link","Growth.form.typical","sa_vol2","log_growth","log_corallite","log_diameter","PC1","PC2","PC3","PC4","PCo1","PCo2","PCo3","PCo4","dim1","dim2","dim3","dim4","mclust","kclust","clust","gen"
"Astreopora macrostoma","Astreopora macrostoma","Astreopora","encrusting","pacific",2,2,1,5,1,2,1,2.5,1,"spawner",NA,NA,6.3,44.5,"Astreopora","encrusting",1,1.84054963339749,0.916290731874155,3.7954891891722,2.34316766148872,-2.03374467372709,-0.346370228228187,-0.815115396443051,0.233617269931867,0.148714392986115,0.070924865473874,-0.0102857867340334,-0.233617269931867,0.148714392986115,0.070924865473874,-0.0102857867340334,5,3,3,"other"
"Astreopora moretonensis","Astreopora moretonensis","Astreopora","laminar","pacific",4,2,2,5,2,4,2,2.5,1,"spawner",NA,NA,25.1,93.1,"Astreopora","laminar",2.176,3.22286784613774,0.916290731874155,4.53367418428302,0.344618438318855,-2.23661541100306,-0.745847644006248,-1.11421151092637,-0.0138000927867486,0.208631212926907,0.0786133648478461,0.0404670029923719,0.0138000927867486,0.208631212926907,0.0786133648478461,0.0404670029923719,9,6,6,"other"
"Astreopora myriophthalma","Astreopora myriophthalma","Astreopora","massive","pacific",2,2,2,3,4,1,1,2.3,1,"spawner",NA,7.8,8.3,51.3,"Astreopora","massive",0.5,2.11625551480255,0.832909122935104,3.93769075217672,1.21037517369325,0.838307034738958,0.103182306020802,-0.564831379621143,0.139514908032618,-0.0898957116809524,0.0241682148878566,0.0115850287531862,-0.139514908032618,-0.0898957116809524,0.0241682148878566,0.0115850287531862,8,2,2,"other"
"Astreopora ocellata","Astreopora ocellata","Astreopora","massive","pacific",3,2,2,3,4,1,1,2.5,1,"spawner",NA,NA,12.8,65,"Astreopora","massive",0.5,2.54944517092557,0.916290731874155,4.17438726989564,0.928886320184117,0.85261729565674,-0.0882517094323733,-0.581955916596904,0.12301803728433,-0.0869255332536484,0.0280643247023086,0.0200125386705346,-0.12301803728433,-0.0869255332536484,0.0280643247023086,0.0200125386705346,8,2,2,"other"
"Astreopora randalli","Astreopora randalli","Astreopora","laminar","pacific",4,1,2,5,2,4,2,1.5,1,"spawner",NA,NA,25.1,93.1,"Astreopora","laminar",2.176,3.22286784613774,0.405465108108164,4.53367418428302,0.19716963438399,-2.33517353610446,-0.720961927666186,-1.15950509370055,-0.0248180191875715,0.212996390601861,0.0788878386967918,0.041015804950618,0.0248180191875715,0.212996390601861,0.0788878386967918,0.041015804950618,9,6,6,"other"
"Astreopora scabra","Astreopora scabra","Astreopora","massive","pacific",3,2,2,3,4,1,1,2.5,1,"spawner",NA,NA,12.8,65,"Astreopora","massive",0.5,2.54944517092557,0.916290731874155,4.17438726989564,0.928886320184117,0.85261729565674,-0.0882517094323733,-0.581955916596904,0.12301803728433,-0.0869255332536484,0.0280643247023086,0.0200125386705346,-0.12301803728433,-0.0869255332536484,0.0280643247023086,0.0200125386705346,8,2,2,"other"
"Astreopora suggesta","Astreopora suggesta","Astreopora","massive","pacific",3,1,2,3,4,1,1,1.6,1,"spawner",NA,NA,12.8,65,"Astreopora","massive",0.5,2.54944517092557,0.470003629245736,4.17438726989564,0.800066432471785,0.766511160714411,-0.0665100940444052,-0.621527036140446,0.115031954389257,-0.0854636846536993,0.0267923784690821,0.0188492821731426,-0.115031954389257,-0.0854636846536993,0.0267923784690821,0.0188492821731426,8,2,2,"other"
"Australogyra zelli","Australogyra zelli","Australogyra","branching_closed","pacific",4,3,4,2,4,3,4,7.2,1,"spawner",200,NA,29.2,200,"Australogyra","branching_closed",2.025,3.37416870927424,1.97408102602201,5.29831736654804,-1.28191344122955,0.898430162143276,-0.414270817474808,0.388115213376025,-0.13065872570089,-0.0786784170899101,-0.0231514150570016,0.0367130452636839,0.13065872570089,-0.0786784170899101,-0.0231514150570016,0.0367130452636839,4,4,4,"other"
"Australophyllia wilsoni","Australophyllia wilsoni","Hydnophyllia","massive","pacific",1,5,1,4,4,1,1,30,1,"spawner",NA,NA,NA,NA,"Other.Merulinidae","massive",0.5,NA,3.40119738166216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"Bernardpora stutchburyi","Bernardpora stutchburyi","Bernardpora","encrusting","pacific",1,2,1,3,1,2,1,2.5,1,NA,NA,NA,3.6,39.7,"Bernardpora","encrusting",1,1.28093384546206,0.916290731874155,3.68135118769314,2.11185666503803,-1.00555723993145,0.370080080523659,0.848609114500843,0.199811883259408,0.0882839692151224,-0.0429146808591924,-0.0456104914730866,-0.199811883259408,0.0882839692151224,-0.0429146808591924,-0.0456104914730866,5,3,3,"other"
"Blastomussa merleti","Blastomussa merleti","Blastomussa","encrusting","pacific",1,2,1,3,1,2,1,6,1,"spawner",NA,NA,2,73.2,"Other.Lobophyllidae","encrusting",1,0.693147180559945,1.79175946922805,4.29319542096727,2.43921833978063,-0.743055922100603,-0.399567576273982,1.20525647764986,0.21642696168878,0.0857693184703413,-0.0475658910038452,-0.0240287764719459,-0.21642696168878,0.0857693184703413,-0.0475658910038452,-0.0240287764719459,5,3,3,"other"
"Blastomussa wellsi","Blastomussa wellsi","Blastomussa","massive","pacific",1,4,1,3,4,1,1,18.9,1,"spawner",NA,NA,4.1,107,"Other.Lobophyllidae","massive",0.5,1.41098697371026,2.9391619220656,4.67282883446191,1.90755687202535,1.35707838205081,-0.872786675679901,-0.0430207090547627,0.178443202074568,-0.109835013674923,0.0141031269326051,0.0420518818850325,-0.178443202074568,-0.109835013674923,0.0141031269326051,0.0420518818850325,8,2,2,"other"
"Boninastrea boninensis","Boninastrea boninensis","Boninastrea","massive","pacific",2,3,2,3,4,1,1,6.5,1,"spawner",NA,NA,6.4,94.1,NA,"massive",0.5,1.85629799036563,1.87180217690159,4.54435804659133,1.42082123574484,1.11298330708428,-0.622395679657201,-0.260793542686254,0.153064381017681,-0.0957767400814157,0.0195735757485526,0.0289073155169797,-0.153064381017681,-0.0957767400814157,0.0195735757485526,0.0289073155169797,8,2,2,"other"
"Cantharellus jebbi","Cantharellus jebbi","Cantharellus","solitary_free","pacific",1,5,1,4,1,1,1,70,1,"spawner",20,NA,3.2,20,"Fungiidae","massive",0.5,1.16315080980568,4.24849524204936,2.99573227355399,3.92467199438229,-0.577408349182852,0.532299912611834,0.0558685244346242,0.363413961384451,0.078812446262477,0.0551210702431998,-0.0609892756225016,-0.363413961384451,0.078812446262477,0.0551210702431998,-0.0609892756225016,5,1,1,"other"
"Cantharellus noumeae","Cantharellus noumeae","Cantharellus","solitary_free","pacific",1,5,1,5,1,1,1,200,1,"spawner",20,NA,3.2,20,"Fungiidae","massive",0.5,1.16315080980568,5.29831736654804,2.99573227355399,4.5058114017327,-0.878438732036796,0.143187237688591,-0.641833495165091,0.417339990259709,0.113136954078686,0.103050799821361,-0.0454296495122031,-0.417339990259709,0.113136954078686,0.103050799821361,-0.0454296495122031,5,1,1,"other"
"Catalaphyllia jardinei","Catalaphyllia jardinei","Catalaphyllia","solitary_attached","pacific",2,4,2,3,1,1,1,21.3,1,"spawner",100,NA,6.4,100,NA,"massive",0.5,1.85629799036563,3.05870707271538,4.60517018598809,2.36580272189825,-0.185957815027864,-0.665895232197258,1.02609346826708,0.25224072264733,0.0368275625632963,-0.0436192195990269,-0.0466144205663122,-0.25224072264733,0.0368275625632963,-0.0436192195990269,-0.0466144205663122,5,1,1,"other"
"Caulastrea curvata","Caulastrea curvata","Caulastraea","branching_closed","pacific",4,4,2,2,4,3,4,13.9,1,"spawner",100,NA,29.2,100,"Other.Merulinidae","branching_closed",2.025,3.37416870927424,2.63188884013665,4.60517018598809,-0.839489308560928,0.957609748359666,0.282657830346631,0.263867494734788,-0.116666988705318,-0.0807873710759394,-0.0228308654400888,0.0197561759150474,0.116666988705318,-0.0807873710759394,-0.0228308654400888,0.0197561759150474,4,4,4,"other"
"Caulastrea echinulata","Caulastrea echinulata","Caulastraea","massive","pacific",2,4,2,3,4,1,1,13.8,1,"spawner",NA,NA,6.4,94.1,"Other.Merulinidae","massive",0.5,1.85629799036563,2.62466859216316,4.54435804659133,1.63813463446327,1.25824051206345,-0.659072814046101,-0.194038830880392,0.164815136795736,-0.102299186370773,0.0181389316247503,0.0339549268595418,-0.164815136795736,-0.102299186370773,0.0181389316247503,0.0339549268595418,8,2,2,"other"
"Caulastrea furcata","Caulastrea furcata","Caulastraea","massive","pacific",2,4,5,3,4,1,1,12.8,1,"spawner",500,NA,6.4,500,"Other.Merulinidae","massive",0.5,1.85629799036563,2.54944517092557,6.21460809842219,1.00786344130482,1.40695051346066,-2.41199077479137,0.239232428695497,0.169681693455881,-0.124308492602816,0.0116581033119035,0.0794361447582486,-0.169681693455881,-0.124308492602816,0.0116581033119035,0.0794361447582486,8,2,2,"other"
"Caulastrea tumida","Caulastrea tumida","Caulastraea","massive","pacific",2,5,2,3,4,1,1,25,1,"spawner",100,NA,6.4,100,"Other.Merulinidae","massive",0.5,1.85629799036563,3.2188758248682,4.60517018598809,1.78749438072986,1.37882899743903,-0.751976024777724,-0.125334199354726,0.172658348227751,-0.107965299535263,0.015497420990782,0.0377148834602795,-0.172658348227751,-0.107965299535263,0.015497420990782,0.0377148834602795,8,2,2,"other"
"Coelastrea aspera","Coelastrea aspera","Coelastrea","massive","pacific",1,3,5,3,4,1,1,11.5,1,"spawner",500,4,4,500,"Coelastrea","massive",0.5,1.38629436111989,2.4423470353692,6.21460809842219,1.21490408291948,1.41331213220807,-2.4735638525339,0.323981499849474,0.179309226840726,-0.126837822495691,0.0103000312976992,0.0825986861116303,-0.179309226840726,-0.126837822495691,0.0103000312976992,0.0825986861116303,8,2,2,"other"
"Coelastrea palauensis","Coelastrea palauensis","Coelastrea","massive","pacific",2,4,1,3,4,1,1,18.8,1,"spawner",20,NA,6.4,20,"Coelastrea","massive",0.5,1.85629799036563,2.9338568698359,2.99573227355399,2.29162533207301,1.16655704027308,0.954536318787957,-0.574529398010271,0.202703891783361,-0.117255643432491,0.0210573020458244,0.0120909759204076,-0.202703891783361,-0.117255643432491,0.0210573020458244,0.0120909759204076,8,2,2,"other"
"Coeloseris mayeri","Coeloseris mayeri","Coeloseris","massive","pacific",2,3,2,3,4,1,1,11.9,1,"spawner",NA,NA,6.4,57.7,"Coeloseris","massive",0.5,1.85629799036563,2.47653840011748,4.05525717351405,1.77358178190742,1.18186354220134,-0.137474694766097,-0.336001518758812,0.172704024646529,-0.103426931540477,0.0224755320795815,0.0218105521132626,-0.172704024646529,-0.103426931540477,0.0224755320795815,0.0218105521132626,8,2,2,"other"
"Coscinarea columna","Coscinarea columna","Coscinaraea","massive","pacific",2,2,2,4,4,1,1,6,1,"spawner",NA,NA,NA,NA,"Coscinarea","massive",0.5,NA,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"Coscinarea crassa","Coscinarea crassa","Coscinaraea","encrusting","pacific",1,4,2,4,1,2,1,12.9,1,"spawner",NA,NA,NA,NA,"Coscinarea","encrusting",1,NA,2.55722731136763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"Coscinarea exesa","Coscinarea exesa","Coscinaraea","columnar","pacific",2,3,2,5,5,1,5,6.1,1,"spawner",NA,NA,NA,NA,"Coscinarea","columnar",0.9,NA,1.80828877117927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"Coscinarea mcneilli","Coscinarea mcneilli","Coscinaraea","encrusting","pacific",1,2,2,4,1,2,1,5.8,1,"spawner",NA,NA,NA,NA,"Coscinarea","encrusting",1,NA,1.75785791755237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"Coscinarea monile","Coscinarea monile","Coscinaraea","massive","pacific",2,2,2,4,4,1,1,5,1,"spawner",NA,NA,NA,NA,"Coscinarea","massive",0.5,NA,1.6094379124341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"Ctenactis albitentaculata","Ctenactis albitentaculata","Ctenactis","solitary_attached","pacific",2,5,1,4,1,1,1,260,1,"spawner",NA,NA,6.5,24.2,"Fungiidae","massive",0.5,1.87180217690159,5.56068163101553,3.18635263316264,3.87520185819135,-0.346355547563342,0.368605279837048,0.0803269189601288,0.360040515319337,0.0777515938227259,0.0559682478735343,-0.0589600547403846,-0.360040515319337,0.0777515938227259,0.0559682478735343,-0.0589600547403846,5,1,1,"other"
"Ctenactis crassa","Ctenactis crassa","Ctenactis","solitary_attached","pacific",2,5,1,3,1,1,1,236,1,"spawner",NA,NA,6.5,24.2,"Fungiidae","massive",0.5,1.87180217690159,5.46383180502561,3.18635263316264,3.56913601618453,0.138540245804194,0.711292330834483,0.862526519878863,0.324895874314957,0.0362588045858886,-0.0488656797223375,-0.0813281897562693,-0.324895874314957,0.0362588045858886,-0.0488656797223375,-0.0813281897562693,5,1,1,"other"
"Ctenactis echinata","Ctenactis echinata","Ctenactis","solitary_attached","pacific",2,5,1,4,1,1,1,284,1,"spawner",NA,NA,6.5,24.2,"Fungiidae","massive",0.5,1.87180217690159,5.64897423816121,3.18635263316264,3.90068734426377,-0.329320470590424,0.364303959241277,0.0881555953695425,0.361541199675923,0.0779889212249084,0.0560326912871359,-0.0590906984016495,-0.361541199675923,0.0779889212249084,0.0560326912871359,-0.0590906984016495,5,1,1,"other"
"Cycloseris costulata","Cycloseris costulata","Cycloseris","solitary_free","pacific",2,5,1,3,1,1,1,76,1,"spawner",7.7,NA,6.5,7.7,"Fungiidae","massive",0.5,1.87180217690159,4.33073334028633,2.04122032885964,3.65930005580907,-0.191985420878753,1.97081545312474,0.460431647278624,0.330984730478742,0.0350075854286134,-0.0478905360602696,-0.0906218282674673,-0.330984730478742,0.0350075854286134,-0.0478905360602696,-0.0906218282674673,5,1,1,"other"
"Cycloseris curvata","Cycloseris curvata","Cycloseris","solitary_free","pacific",2,5,1,3,1,1,1,81,1,"spawner",9,NA,6.5,9,"Fungiidae","massive",0.5,1.87180217690159,4.39444915467244,2.19722457733622,3.62085111835925,-0.164446802899114,1.80364357418383,0.507172426506484,0.328749843639072,0.034996732342475,-0.0477083698981289,-0.0897503624316705,-0.328749843639072,0.034996732342475,-0.0477083698981289,-0.0897503624316705,5,1,1,"other"
"Cycloseris cyclolites","Cycloseris cyclolites","Cycloseris","solitary_free","pacific",2,5,1,3,1,1,1,35.7,1,"spawner",16,NA,6.5,16,"Fungiidae","massive",0.5,1.87180217690159,3.57515068878559,2.77258872223978,3.17472745410862,-0.266294444987319,1.23845326252953,0.58607732954659,0.302104613507682,0.0356769469758208,-0.0426154971924117,-0.0815714171617627,-0.302104613507682,0.0356769469758208,-0.0426154971924117,-0.0815714171617627,5,1,1,"other"
"Cycloseris distorta","Cycloseris distorta","Cycloseris","solitary_free","pacific",2,5,1,3,1,1,1,40,1,"spawner",4,NA,6.5,4,"Fungiidae","massive",0.5,1.87180217690159,3.68887945411394,1.38629436111989,3.7126534583947,-0.379825981008476,2.69086246737872,0.231013702303977,0.333435569288429,0.0353168276495471,-0.0486663653538687,-0.0909452057079322,-0.333435569288429,0.0353168276495471,-0.0486663653538687,-0.0909452057079322,5,1,1,"other"
"Cycloseris explanulata","Cycloseris explanulata","Cycloseris","solitary_free","pacific",3,2,1,4,1,1,1,4.5,1,"spawner",NA,NA,12.6,34.6,"Fungiidae","massive",0.5,2.53369681395743,1.50407739677627,3.54385368206368,2.23890980384956,-1.13215446836468,0.284309258214457,-0.317919657141555,0.250139044445199,0.0780645878543126,0.0570979817267404,-0.0618520137051043,-0.250139044445199,0.0780645878543126,0.0570979817267404,-0.0618520137051043,5,3,3,"other"
"Cycloseris fragilis","Cycloseris fragilis","Cycloseris","solitary_free","pacific",2,5,1,3,1,1,1,48,1,"spawner",7,NA,6.5,7,"Fungiidae","massive",0.5,1.87180217690159,3.87120101090789,1.94591014905531,3.56138336604782,-0.289961167549145,2.09343894158583,0.394581562748827,0.324911843299398,0.0351040370242372,-0.0463683448623302,-0.0895456585774501,-0.324911843299398,0.0351040370242372,-0.0463683448623302,-0.0895456585774501,5,1,1,"other"
"Cycloseris hexagonalis","Cycloseris hexagonalis","Cycloseris","solitary_free","pacific",2,5,1,3,1,1,1,29,1,"spawner",9,NA,6.5,9,"Fungiidae","massive",0.5,1.87180217690159,3.36729582998647,2.19722457733622,3.32436534682316,-0.362624617720506,1.85368304966557,0.416097406051463,0.310705636209408,0.035124303373406,-0.0437639945891904,-0.0861413633144256,-0.310705636209408,0.035124303373406,-0.0437639945891904,-0.0861413633144256,5,1,1,"other"
"Cycloseris mokai","Cycloseris mokai","Cycloseris","solitary_free","pacific",2,3,1,3,1,1,1,7.5,1,"spawner",8.7,NA,6.5,8.7,"Fungiidae","massive",0.5,1.87180217690159,2.01490302054226,2.16332302566054,2.94635192357932,-0.62686677074141,1.9552209737702,0.287254631155955,0.285501418953916,0.0376458825581372,-0.0402129212963825,-0.0899912345828889,-0.285501418953916,0.0376458825581372,-0.0402129212963825,-0.0899912345828889,5,1,1,"other"
"Cycloseris sinensis","Cycloseris sinensis","Cycloseris","solitary_free","pacific",2,5,1,3,1,1,1,54.8,1,"spawner",NA,NA,6.5,24.2,"Fungiidae","massive",0.5,1.87180217690159,4.00369019395397,3.18635263316264,3.1476690338887,-0.143177845212486,0.782425547844161,0.733059551414118,0.300242715668505,0.0361867170948701,-0.0429364333601276,-0.0777740765996246,-0.300242715668505,0.0361867170948701,-0.0429364333601276,-0.0777740765996246,5,1,1,"other"
"Cycloseris somervillei","Cycloseris somervillei","Cycloseris","solitary_free","pacific",2,5,1,3,1,1,1,135.2,1,"spawner",13,NA,6.5,13,"Fungiidae","massive",0.5,1.87180217690159,4.90675516360886,2.56494935746154,3.63474615952914,-0.0296675157234875,1.39195385504705,0.649455375371279,0.329616342488155,0.0352492191810502,-0.0485883937031844,-0.0878608089489771,-0.329616342488155,0.0352492191810502,-0.0485883937031844,-0.0878608089489771,5,1,1,"other"
"Cycloseris tenuis","Cycloseris tenuis","Cycloseris","solitary_free","pacific",2,5,1,3,1,1,1,46.7,1,"spawner",NA,NA,6.5,24.2,"Fungiidae","massive",0.5,1.87180217690159,3.84374416467485,3.18635263316264,3.10150092952175,-0.174037653393105,0.790217583578419,0.718877551961652,0.2974995156548,0.0362140607816352,-0.0423090376988462,-0.077371269201314,-0.2974995156548,0.0362140607816352,-0.0423090376988462,-0.077371269201314,5,1,1,"other"
"Cycloseris vaughani","Cycloseris vaughani","Cycloseris","solitary_free","pacific",2,5,1,3,1,1,1,58.5,1,"spawner",NA,NA,6.5,24.2,"Fungiidae","massive",0.5,1.87180217690159,4.06902675423781,3.18635263316264,3.16652830252923,-0.130571882272185,0.779242569093267,0.738852774705423,0.301363063512798,0.0361754828347606,-0.0431924559944922,-0.0779378609143179,-0.301363063512798,0.0361754828347606,-0.0431924559944922,-0.0779378609143179,5,1,1,"other"
"Cycloseris wellsi","Cycloseris wellsi","Cycloseris","laminar","pacific",3,2,1,4,2,4,2,2.5,1,"spawner",NA,NA,12.6,34.6,"Fungiidae","laminar",2.176,2.53369681395743,0.916290731874155,3.54385368206368,0.77606546946811,-1.79013569607637,0.535168302076879,-0.445948925311292,0.025417766006728,0.185436983803209,0.0521632732613827,-0.00963707438413267,-0.025417766006728,0.185436983803209,0.0521632732613827,-0.00963707438413267,9,6,6,"other"
"Cynarina lacrymalis","Cynarina lacrymalis","Cynarina","massive","pacific",1,5,1,4,4,1,1,85,1,"spawner",NA,NA,NA,NA,"Cynarina","massive",0.5,NA,4.44265125649032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
