,species,genus,domain,cat_growthrate,cat_corallitesize,cat_colonydiameter,cat_skeletaldensity,cat_colonyheight,cat_SA_vol,cat_spacesize,dat_growth,dat_skeletal,dat_corallite,dat_colonydiameter,raw_growth,raw_skeldensity,raw_polypsize,raw_colonydiam,raw_growth_form,reproductive_mode,raw_reproductive_mode,species_keith,species_keith_updated,Andaman.Sea,Eastern.Pacific,Fiji.Caroline.Islands,Hawaii.Line.Islands,Indonesia.Philippines,Japan.Vietnam,Northern.PNG...Solomon.Islands,Persian.Gulf,Polynesia,Red.Sea.Gulf.of.Aden,Subtropical.East.Africa,Subtropical.Eastern.Australia,Subtropical.Japan,Subtropical.Western.Australia,Tonga.Samoa,Tropical.Australia,Western.Indian.Ocean,Caribbean,Brazil,East_Atlantic
776,Scolymia lacera,Scolymia,atlantic,2,5,1,4,1,1,1,6.2,NA,50,10,NA,NA,NA,NA,solitary_attached,brooder,NA,Scolymia lacera,Scolymia lacera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
777,Scolymia wellsi,Scolymia,atlantic,2,5,1,4,1,1,1,6.2,NA,60,6,NA,NA,NA,NA,solitary_attached,brooder,brooder,Scolymia wellsi,Scolymia wellsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
778,Seriatopora aculeata,Seriatopora,pacific,3,1,2,3,4,3,4,24.4,1.8,0.5,62.9,NA,NA,0.5,NA,branching_closed,brooder,NA,Seriatopora aculeata,Seriatopora aculeata,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
779,Seriatopora caliendrum,Seriatopora,pacific,5,1,3,4,4,3,4,58,1.8,1.1,100.1,58,NA,1.1,NA,branching_closed,brooder,brooder,Seriatopora caliendrum,Seriatopora caliendrum,1,NA,1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA
780,Seriatopora dentritica,Seriatopora,pacific,3,1,2,4,4,3,4,24.4,1.8,0.6,62.9,NA,NA,0.6,NA,branching_closed,brooder,NA,Seriatopora dentritica,Seriatopora dentritica,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
781,Seriatopora guttata,Seriatopora,pacific,3,1,1,3,4,3,4,24.4,1.8,0.6,30,NA,NA,0.6,30,branching_closed,brooder,NA,Seriatopora guttata,Seriatopora guttata,1,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA
782,Seriatopora hystrix,Seriatopora,pacific,4,1,2,5,4,3,4,29.9,2.2,0.8,70.2,32.7,2.2,0.8,NA,branching_closed,brooder,brooder,Seriatopora hystrix,Seriatopora hystrix,1,NA,1,NA,1,1,1,NA,1,1,NA,1,NA,NA,1,1,1,NA,NA,NA
783,Seriatopora stellata,Seriatopora,pacific,3,1,2,4,4,3,4,24.4,1.8,0.6,62.9,NA,NA,0.6,NA,branching_closed,brooder,NA,Seriatopora stellata,Seriatopora stellata,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
784,Siderastrea glynni,Siderastrea,pacific,1,2,1,3,4,1,1,4.2,NA,3.5,10,NA,NA,3.5,10,massive,NA,NA,Siderastrea glynni,Siderastrea glynni,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,Siderastrea radians,Siderastrea,atlantic,1,2,1,3,4,1,1,2.6,NA,3,17.1,3.2,NA,3,17.1,massive,brooder,brooder,Siderastrea radians,Siderastrea radians,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
786,Siderastrea savignyana,Siderastrea,pacific,1,2,2,3,4,1,1,4.2,NA,3.8,100,NA,NA,3.8,100,massive,NA,NA,Siderastrea savignyana,Siderastrea savignyana,1,NA,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA
787,Siderastrea siderea,Siderastrea,atlantic,2,2,2,3,4,1,1,6.7,NA,4.5,81.8,8.1,NA,4.5,81.8,massive,spawner,spawner,Siderastrea siderea,Siderastrea siderea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
788,Siderastrea stellata,Siderastrea,atlantic,1,2,1,3,4,1,1,4.2,NA,3,29.5,NA,NA,3,NA,massive,brooder,brooder,Siderastrea stellata,Siderastrea stellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
789,Simplastrea vesicularis,Simplastrea,pacific,1,2,1,3,1,2,1,NA,NA,4.2,NA,NA,NA,4.2,NA,encrusting,NA,NA,Simplastrea vesicularis,Simplastrea vesicularis,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
790,Solenastrea bournoni,Solenastrea,atlantic,2,4,2,3,4,1,1,5.3,NA,20.5,57.9,NA,NA,20.5,NA,massive,spawner,NA,Solenastrea bournoni,Solenastrea bournoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
791,Solenastrea hyades,Solenastrea,atlantic,2,2,2,3,3,1,1,8.3,NA,4.2,73.1,15,NA,4.2,NA,submassive,spawner,NA,Solenastrea hyades,Solenastrea hyades,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
792,Stephanocoenia intersepta,Stephanocoenia,atlantic,1,2,1,3,4,1,1,3.4,NA,2.7,38,1.8,NA,2.7,38,massive,spawner,spawner,Stephanocoenia intersepta,Stephanocoenia intersepta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
793,Stylarea punctata,Stylaraea,pacific,1,1,1,3,1,2,1,3.6,1.5,1.2,6,NA,NA,1.2,6,encrusting,brooder,brooder,Stylarea punctata,Stylarea punctata,NA,NA,1,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA
794,Stylocoeniella armata,Stylocoeniella,pacific,1,2,1,5,1,2,1,2.6,2.7,2.3,19.1,NA,NA,2.3,NA,encrusting,brooder,NA,Stylocoeniella armata,Stylocoeniella armata,1,NA,1,NA,1,1,1,NA,1,1,NA,1,1,NA,1,1,1,NA,NA,NA
795,Stylocoeniella cocosensis,Stylocoeniella,pacific,1,1,1,5,1,2,1,2.6,2.7,0.7,19.1,NA,NA,0.7,NA,encrusting,brooder,NA,Stylocoeniella cocosensis,Stylocoeniella cocosensis,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
796,Stylocoeniella guentheri,Stylocoeniella,pacific,3,1,1,4,3,4,3,12.7,2,1.1,50,NA,NA,1.1,50,digitate,brooder,NA,Stylocoeniella guentheri,Stylocoeniella guentheri,1,NA,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA
797,Stylophora danae,Stylophora,pacific,3,1,1,4,4,3,4,12,1.9,1.1,43,12,NA,1.1,NA,branching_closed,brooder,NA,Stylophora danae,Stylophora danae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
798,Stylophora kuehlmanni,Stylophora,pacific,3,1,2,4,4,3,4,24.4,1.9,0.7,62.9,NA,NA,0.7,NA,branching_closed,brooder,NA,Stylophora kuehlmanni,Stylophora kuehlmanni,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
799,Stylophora madagascarensis,Stylophora,pacific,3,1,1,4,4,3,4,24.4,1.8,0.8,20,NA,NA,0.8,20,branching_closed,brooder,NA,Stylophora madagascarensis,Stylophora madagascarensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
800,Stylophora mamillata,Stylophora,pacific,1,1,1,5,1,2,1,2.6,2.6,1,10,NA,NA,1,10,encrusting,brooder,NA,Stylophora mamillata,Stylophora mamillata,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
801,Stylophora pistillata,Stylophora,pacific,3,1,2,3,4,3,4,21.3,1.7,1.4,58.6,20.3,1.7,1.4,NA,branching_closed,brooder,brooder,Stylophora pistillata,Stylophora pistillata,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
802,Stylophora subseriata,Stylophora,pacific,3,1,2,4,4,3,4,24.4,1.8,0.7,62.9,NA,NA,0.7,NA,branching_closed,brooder,NA,Stylophora subseriata,Stylophora subseriata,1,NA,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA
803,Stylophora wellsi,Stylophora,pacific,3,1,2,4,4,3,4,24.4,1.8,0.7,62.9,NA,NA,0.7,NA,branching_closed,brooder,NA,Stylophora wellsi,Stylophora wellsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
804,Symphyllia agaricia,Symphyllia,pacific,1,5,1,4,4,1,1,NA,NA,33.5,NA,NA,NA,33.5,NA,massive,spawner,NA,Symphyllia agaricia,Symphyllia agaricia,1,NA,1,NA,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA
805,Symphyllia erythrea,Symphyllia,pacific,1,4,1,4,4,1,1,NA,NA,17.5,NA,NA,NA,17.5,NA,massive,spawner,NA,Symphyllia erythrea,Symphyllia erythrea,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
806,Symphyllia hassi,Symphyllia,pacific,1,4,1,4,4,1,1,NA,NA,20,20,NA,NA,20,20,massive,spawner,NA,Symphyllia hassi,Symphyllia hassi,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
807,Symphyllia radians,Symphyllia,pacific,1,5,2,4,4,1,1,NA,NA,35,NA,NA,NA,35,NA,massive,spawner,spawner,Symphyllia radians,Symphyllia radians,1,NA,1,NA,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,NA,NA,NA
808,Symphyllia recta,Symphyllia,pacific,1,4,2,4,4,1,1,NA,NA,15,NA,NA,NA,15,NA,massive,spawner,spawner,Symphyllia recta,Symphyllia recta,1,NA,1,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,NA
809,Symphyllia valenciennesii,Symphyllia,pacific,1,5,1,4,1,2,1,NA,NA,35,NA,NA,NA,35,NA,encrusting,spawner,NA,Symphyllia valenciennesii,Symphyllia valenciennesii,1,NA,1,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,NA
810,Trachyphyllia geoffroyi,Trachyphyllia,pacific,2,2,1,2,4,1,1,6.4,1.5,4,8,NA,NA,4,8,massive,NA,NA,Trachyphyllia geoffroyi,Trachyphyllia geoffroyi,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA
811,Turbinaria bifrons,Turbinaria,pacific,2,1,3,2,2,4,2,8.5,NA,1.6,103.7,NA,NA,1.6,NA,laminar,spawner,spawner,Turbinaria bifrons,Turbinaria bifrons,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA
812,Turbinaria conspicua,Turbinaria,pacific,2,1,3,2,2,4,2,8.5,NA,1.6,103.7,NA,NA,1.6,NA,laminar,spawner,NA,Turbinaria conspicua,Turbinaria conspicua,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
813,Turbinaria frondens,Turbinaria,pacific,3,1,4,2,2,4,2,14,NA,1.1,400,14,NA,1.1,400,laminar,spawner,spawner,Turbinaria frondens,Turbinaria frondens,1,NA,1,NA,1,1,1,NA,1,1,NA,1,1,1,1,1,1,NA,NA,NA
814,Turbinaria heronensis,Turbinaria,pacific,2,2,3,2,2,4,2,8.5,NA,4.4,103.7,NA,NA,4.4,NA,laminar,spawner,NA,Turbinaria heronensis,Turbinaria heronensis,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
815,Turbinaria irregularis,Turbinaria,pacific,2,2,3,2,2,4,2,8.5,NA,2.1,103.7,NA,NA,2.1,NA,laminar,spawner,NA,Turbinaria irregularis,Turbinaria irregularis,1,NA,1,NA,1,1,1,NA,NA,1,1,NA,1,NA,NA,1,1,NA,NA,NA
816,Turbinaria mesenterina,Turbinaria,pacific,3,2,4,2,2,4,2,19.3,NA,3.5,100,19.3,NA,3.5,100,laminar,spawner,spawner,Turbinaria mesenterina,Turbinaria mesenterina,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
817,Turbinaria patula,Turbinaria,pacific,2,2,3,2,2,4,2,8.5,NA,3.5,103.7,NA,NA,3.5,NA,laminar,spawner,NA,Turbinaria patula,Turbinaria patula,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
818,Turbinaria radicalis,Turbinaria,pacific,1,2,2,2,1,2,1,2.1,NA,2.5,100,NA,NA,2.5,100,encrusting,spawner,spawner,Turbinaria radicalis,Turbinaria radicalis,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA
819,Turbinaria reniformis,Turbinaria,pacific,2,2,5,2,2,4,2,8.5,NA,4.2,500,NA,NA,4.2,500,laminar,spawner,spawner,Turbinaria reniformis,Turbinaria reniformis,1,NA,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA
820,Turbinaria stellulata,Turbinaria,pacific,1,2,2,2,4,1,1,4.3,NA,3.3,72.4,NA,NA,3.3,NA,massive,spawner,NA,Turbinaria stellulata,Turbinaria stellulata,1,NA,1,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA
821,Zoopilus echinatus,Zoopilus,pacific,2,4,2,3,4,1,1,6.5,1.6,20,60,NA,NA,20,60,massive,spawner,NA,Zoopilus echinatus,Zoopilus echinatus,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
